English,6,Knowledge of words 6,"Use common, grade-appropriate Greek or Latin affixes and roots as clues to the meaning of a word. ","CCSS.ELA-LITERACY.L.6.4.B
","Consult reference materials to find the pronunciation of a word, determine or clarify its precise meaning, or learn its part of speech.","CCSS.ELA-LITERACY.L.6.4.C
","Use the relationship between particular words (cause/effect, part/whole, item/category) to better undrestand each of the words.",CCSS.ELA-LITERACY.L.6.5.B,,,,,power,,,,,,,,,,,,
English,6,Knowledge of words 6,Identify the connotations and denotations of a word. Infer the connotations and denotations of a word by using the context clues of a sentence.,CCSS.ELA-LITERACY.L.6.4.A,Identify the connotations and denotations of a word. Infer the connotations and denotations of a word by using the context clues of a sentence.,CCSS.ELA-LITERACY.L.6.5.C,Check your first determination of the meaning of a word or phrase (by checking the inferred meaning in context or in a dictionary).,CCSS.ELA-LITERACY.L.6.4.D,,,,,power,,,,,,,,,,,,
English,6,Figurative language 6,Define and identify 6th-grade level figures of speech (personification). Review and identify the difference between literal and figurative language. Review and identify similes and metaphors.,CCSS.ELA-LITERACY.RL.6.4,Define and identify 6th-grade level figures of speech (personification). Review and identify the difference between literal and figurative language. Review and identify similes and metaphors.,CCSS.ELA-LITERACY.L.6.5.A,"Use context to interpret the meaning of literal and figurative language, as well as similes, metaphors, and personification.",CCSS.ELA-LITERACY.RL.6.4,"Use context to interpret the meaning of literal and figurative language, as well as similes, metaphors, and personification.",CCSS.ELA-LITERACY.L.6.5.A,,,power,,,,,,,,,,,,
English,6,Sentence Patterns 6,"Define conjunctions, subject, verb, independent clause, and dependent clause. ",CCSS.ELA-LITERACY.L.6.3,"Identify conjunctions, independent clauses, and dependent clauses in sentences. ",CCSS.ELA-LITERACY.L.6.3,"Define sentence pattern, simple sentence, compound sentence, complex sentence. ",CCSS.ELA-LITERACY.L.6.3,"Identify simple sentences, compound sentences, and complex sentences. ",CCSS.ELA-LITERACY.L.6.3,Revise writing to improve sentence variety and to mantain consistency in style and tone.,CCSS.ELA-LITERACY.L.6.3,power,,,,,,,,,,,,
English,6,Theme 6,"Define, identify, and explain the characteristics of themes and central ideas",CCSS.ELA-LITERACY.RL.6.2,Determine the theme or central idea of a text and how it is conveyed through particular details,CCSS.ELA-LITERACY.RL.6.2,,,,,,,power,,,,,,,,,,,,
English,6,Audience and Purpose 6,Define and understand the audience of a piece of writing.,CCSS.ELA-LITERACY.W.6.10,Define and understand the purpose of a piece of writing.,CCSS.ELA-LITERACY.W.6.10,Identify the purpose of a piece of writing when given details about the task or audience.,CCSS.ELA-LITERACY.W.6.10,,,,,power,,,,,,,,,,,,
English,7,Mechanics 7,Using commas in a series and before coordinate adjectives,CCSS.ELA-LITERACY.L.7.2,Identify Homonyms,CCSS.ELA-LITERACY.L.7.2,Correct Homonym mistakes,CCSS.ELA-LITERACY.L.7.2,Identify and correct common spelling mistakes.,CCSS.ELA-LITERACY.L.7.2,,,additional,,,,,,,,,,,,
English,7,Point of view 7,Analyze how an author develops the points of view of different characters or narrators in a text.,CCSS.ELA-LITERACY.RL.7.6,Analyze how an author contrasts the points of view of different characters or narrators in a text.,CCSS.ELA-LITERACY.RL.7.6,,,,,,,additional,,,,,,,,,,,,
English,7,Parts of speech 7,"Define: phrase, clauses, modifier, dangling modifier",CCSS.ELA-LITERACY.L.7.1.C,"Identify: phrases, clauses, modifiers, dangling modifiers",CCSS.ELA-LITERACY.L.7.1.C,Correct dangling modifiers,CCSS.ELA-LITERACY.L.7.1.C,,,,,additional,,,,,,,,,,,,
English,7,Reading strategies 7,Define common reading strategies. ,CCSS.ELA-LITERACY.RL.7.10,Identify and apply common reading strategies to improve reading comprehension of grade-level texts.,CCSS.ELA-LITERACY.RL.7.10,,,,,,,additional,,,,,,,,,,,,
English,7,Audience & purpose 7,Identify the audience and purpose of a number of writing tasks. Determine the best task for a specific audience and/or purpose.,CCSS.ELA-LITERACY.W.7.10,Determine the best audience or purpose or task when given details about a piece of writing. Explain the purpose or audience or task when given details about a piece of writing.,CCSS.ELA-LITERACY.W.7.10,,,,,,,additional,,,,,,,,,,,,
English,7,Argument structure 7,Define and identify examples of claims and counterclaims. Distinguish between informational thesis statements and argumentative claims.,CCSS.ELA-LITERACY.W.7.1.A,"Revise claims to make them more precise, specific, and clear. Revise counterclaims to offer opposing or alternative perspectives.",CCSS.ELA-LITERACY.W.7.1.A,"Define and identify various types of evidence, including concrete details, facts, and quotations. Select relevant evidence to support claims or explanatory thesis statements. Identify evidence that supports counterclaims.",CCSS.ELA-LITERACY.W.7.1.A,,,,,power,,,,,,,,,,,,
English,7,Sentence Patterns 7,Identify phrases and clauses in a sentence,CCSS.ELA-LITERACY.L.7.1,Explain the function of phrases and clauses in specific sentences,CCSS.ELA-LITERACY.L.7.1,"Define and identify simple, compound, complex, and compound-complex sentences",CCSS.ELA-LITERACY.L.7.1,"Identify the best type of sentence (simple, compound, complex, and compound-complex) to express an idea.",CCSS.ELA-LITERACY.L.7.1,,,power,,,,,,,,,,,,
English,7,Embedding quotations 7,Punctuation rules for embedding a quote,CCSS.ELA-LITERACY.W.7.8,Identify strategies for embedding quotations. Correct sentences that incorrectly embed quotations. ,CCSS.ELA-LITERACY.W.7.8,Use a variety of word choices and forms when writing dialogue tags.,CCSS.ELA-LITERACY.W.7.8,,,,,power,,,,,,,,,,,,
English,7,Research and Citing Sources,"Gather relevant information from multiple print and digital sources, using search terms effectively.",CCSS.ELA-LITERACY.W.7.8,Assess the credibility and accuracy of sources.,CCSS.ELA-LITERACY.W.7.8,Quote or paraphrase the data and conclusions of others while avoiding plagiarism. ,CCSS.ELA-LITERACY.W.7.8,Follow a standard format for citation.,CCSS.ELA-LITERACY.W.7.8,,,power,,,,,,,,,,,,
English,7,Knowledge of Words 7,Define common Greek and Roman roots and affixes and use these word parts to determine the meaning of words.,CCSS.ELA-LITERACY.L.7.4.B,Use context as a clue to identify the meaning of a word.,CCSS.ELA-LITERACY.L.7.4.A,Use a reference material to find the pronunciation of a word or determine or clarify its precise meaning or its part of speech.,CCSS.ELA-LITERACY.L.7.4.C,Verify the preliminary determination of the meaning of a word or phrase.,CCSS.ELA-LITERACY.L.7.4.D,"Use the relationship between particular words (synonym, antonym, analogy) to better understand each of the words.",CCSS.ELA-LITERACY.L.7.5.B,power,,,,,,,,,,,,
English,7,Structures in Poetry and Drama,Identify and define common forms and structures in poetry ,CCSS.ELA-LITERACY.RL.7.5,Explain how common structures in poetry contribute to a text's meaning.,CCSS.ELA-LITERACY.RL.7.5,Identify and define common forms and structures in drama.,CCSS.ELA-LITERACY.RL.7.5,Analyze how common structures in drama contribute to a text's meaning.,CCSS.ELA-LITERACY.RL.7.5,,,power,,,,,,,,,,,,
English,7,Elements of Story ,"Define and identify examples of characters/characterization, setting, and plot in stories and plays.",CCSS.ELA-LITERACY.RL.7.3,Analyze how elements of the story or play interact and shape each other.,CCSS.ELA-LITERACY.RL.7.3,,,,,,,power,,,,,,,,,,,,
English,7,Structures in Nonfiction Texts,Define and identify common text structures used in nonfiction writing,CCSS.ELA-LITERACY.RI.7.5,"Analyze the impact of different text structures on a nonfiction text
",CCSS.ELA-LITERACY.RI.7.5,,,,,,,power,,,,,,,,,,,,
English,7,Word Meanings and Nuances 7,"Define the terms: allusion, literary allusion, biblical allusion, mythological allusion.",CCSS.ELA-LITERACY.L.7.5.A,Use context clues to interpret allusions.,CCSS.ELA-LITERACY.L.7.5.A,"Use the relationship between particular words (synonyms/antonyms, or analogies) to better understand each of the words.",CCSS.ELA-LITERACY.L.7.5.B,Distinguish among the connotations of words with similar denotations. ,CCSS.ELA-LITERACY.L.7.5.C,,,power,,,,,,,,,,,,
English,8,Drama,"Define and identify acts, scenes, and lines in plays.",CCSS.ELA-LITERACY.RL.8.7,"Define, understand purpose, and identify stage directions in plays. ",CCSS.ELA-LITERACY.RL.8.7,Define and identify the dramatic arc in various plays.,CCSS.ELA-LITERACY.RL.8.7,,,,,additional,,,,,,,,,,,,
English,8,Punctuation 8,Define and identify the function of commas.,CCSS.ELA-LITERACY.L.8.2,Define and identify the function of dashes.,CCSS.ELA-LITERACY.L.8.2,Define and identify the function of ellipses.,CCSS.ELA-LITERACY.L.8.2,"Use commas, ellipses, or dashes to indicate a pause or break. Use an ellipsis to indicate an ommission.",CCSS.ELA-LITERACY.L.8.2,"Revise sentences that incorrectly use commas, ellipses, and dashes.",CCSS.ELA-LITERACY.L.8.2,power,,,,,,,,,,,,
English,8,Verb Usage 8.1,"Identify and explain the function of: infinitives, gerunds, and participles",CCSS.ELA-LITERACY.L.8.1.A,"Define and identify verb moods: imperative, interrogative, indicative, conditional and subjunctive",CCSS.ELA-LITERACY.L.8.1.C,"Form and use verbs in the imperative, interrogative, indicative, conditional and subjunctive mood",CCSS.ELA-LITERACY.L.8.1.C,Recognize and correct inappropriate shifts in verb mood.,CCSS.ELA-LITERACY.L.8.1.C,,,power,,,,,,,,,,,,
English,8,Run-on/Fragment 8,Identify and Define: Sentence Fragments and Run-on Sentences,CCSS.ELA-LITERACY.L.8.2,Fixing Sentence Fragments and Run-on Sentences,CCSS.ELA-LITERACY.L.8.2,,,,,,,power,,,,,,,,,,,,
English,8,Evaluating Evidence,Define valididty and bias.,CCSS.ELA-LITERACY.RI.8.8,Identify and apply validity in evidence.,CCSS.ELA-LITERACY.RI.8.8,Identify and apply bias in evidence.,CCSS.ELA-LITERACY.RI.8.8,,,,,power,,,,,,,,,,,,
English,8,Verb usage 8.2,Define and identify active and passive voice.,CCSS.ELA-LITERACY.L.8.1.B,Define and identify literary present tense and correct inappropriate usage. ,CCSS.ELA-LITERACY.L.8.1.B,Recognize and correct inappropriate shifts in verb voice and tense.,CCSS.ELA-LITERACY.L.8.1.B,Recognize and correct inappropriate shifts in verb voice and tense.,CCSS.ELA-LITERACY.L.8.3,,,power,,,,,,,,,,,,
English,8,Research process 8,Identify an appropriate research question and focused subquestions that allow for multiple avenues of exploration.,CCSS.ELA-LITERACY.W.8.7,Draw on relevant and credible sources to answer research questions. ,CCSS.ELA-LITERACY.W.8.7,Identify what information to collect to properly cite a source.,CCSS.ELA-LITERACY.W.8.8,Quote or paraphrase the data and conclusions of others while avoiding plagiarism. ,CCSS.ELA-LITERACY.W.8.8,,,power,,,,,,,,,,,,
English,8,Essay structure 8,"Define and identify elements and organization of an introduction, including hook, context/background, claims, counterclaims, and thesis statements. ",CCSS.ELA-LITERACY.W.8.1,Identify the purposes of expository versus argumentative writing. Distinguish argumentative claims from informational thesis statements. ,CCSS.ELA-LITERACY.W.8.1,Identify the purposes of expository versus argumentative writing. Distinguish argumentative claims from informational thesis statements. ,CCSS.ELA-LITERACY.W.8.2,"Define an identify elements and ogranization of a body, including topic sentences, subclaims, evidence, reasoning, analysis, explanation, and credible sources. Select relevant evidence to support a claim or topic. Distinguish between credible and non-credible sources.",CCSS.ELA-LITERACY.W.8.1,"Define and identify elements and organization of a conclusion, including thesis, summation of ideas, and strategies for closing with other connections, impacts, or consequences of the thesis.",CCSS.ELA-LITERACY.W.8.1,power,,,,,,,,,,,,
English,8,Essay structure 8,Define/identify formal style and correct sentences to maintain formal style. Identify and use linking words and transitions to create cohesion throughout an essay.,CCSS.ELA-LITERACY.W.8.1,,,,,,,,,power,,,,,,,,,,,,
English,8,Figurative Language 8,"Define and identify 8th-grade level figures of speech (verbal irony, puns). Review and identify similes, metaphors, personification, allusions.",CCSS.ELA-LITERACY.L.8.5.A,"Use context to interpret the meaning of verbal irony, puns, similes, metaphors, personification, and allusions. ",CCSS.ELA-LITERACY.L.8.5.A,"Use the relationship between particular words (synonyms/antonyms, or analogies) to better understand each of the words.",CCSS.ELA-LITERACY.L.8.5.B,Distinguish among the connotations of words with similar denotations. ,CCSS.ELA-LITERACY.L.8.5.C,,,power,,,,,,,,,,,,
English,8,Knowledge of Words 8,Identify the meaning of common Greek and Latin roots and affixes that frequently appear in English words and use these roots to determine the meaning of words.,CCSS.ELA-LITERACY.L.8.4.B,Identify synonyms and antonyms of these words using their roots.,CCSS.ELA-LITERACY.L.8.5.B,Use context as a clue to the meaning of a word or phrase.,CCSS.ELA-LITERACY.L.8.4.A,Consult a reference material to find the pronunciation of a word or determine or clarify its precise meaning or its part of speech.,CCSS.ELA-LITERACY.L.8.4.C,Check your first determination of the meaning of a word or phrase with a reference or with context clues.,CCSS.ELA-LITERACY.L.8.4.D,power,,,,,,,,,,,,
English,8,Word Choice and Tone,"Determine the meaning of words as they are used in a text, including figurative, connotative, and technical meanings.",CCSS.ELA-LITERACY.RL.8.4,Analyze the impact of specific word choices on tone.,CCSS.ELA-LITERACY.RL.8.4,Analyze the impact of analogies or allusions to other texts on the overall tone of the text.,CCSS.ELA-LITERACY.RL.8.4,,,,,power,,,,,,,,,,,,
English,"9,10",Embedding quotations 9,Recognizing and Fixing Comma Splices,CCSS.ELA-LITERACY.L.9-10.2,Use a colon to introduce a list or quotation.,CCSS.ELA-LITERACY.L.9-10.2,Introducing Quotations and Using Ellipses in Quotations,CCSS.ELA-LITERACY.L.9-10.2,,,,,additional,,,,,,,,,,,,
English,"9,10",Meter,"Define meter, iamb and foot",CCSS.ELA-LITERACY.RL.9-10.5,Identify and distinguish iambs within poetry,CCSS.ELA-LITERACY.RL.9-10.5,,,,,,,additional,,,,,,,,,,,,
English,"9,10",Voice,"Determine the meaning of words and phrases as they are used in the text, including figurative and connotative meanings.",CCSS.ELA-LITERACY.RL.9-10.4,Analyze the cumulative impact of specific word choices on meaning and tone.,CCSS.ELA-LITERACY.RL.9-10.4,,,,,,,power,,,,,,,,,,,,
English,"9,10",Knowledge of Words 9,"Use context (e.g., the overall meaning of a sentence, paragraph, or text; a word's position or function in a sentence) as a clue to the meaning of a word or phrase.",CCSS.ELA-LITERACY.L.9-10.4.A,"Identify and correctly use patterns of word changes that indicate different meanings or parts of speech (e.g., analyze, analysis, analytical; advocate, advocacy).",CCSS.ELA-LITERACY.L.9-10.4.B,"Consult general and specialized reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation of a word or determine or clarify its precise meaning, its part of speech, or its etymology.",CCSS.ELA-LITERACY.L.9-10.4.C,Verify the preliminary determination of the meaning of a word or phrase.,CCSS.ELA-LITERACY.L.9-10.4.D,,,power,,,,,,,,,,,,
English,"9,10",Argument Writing 9,Define and identify precise claims and alternative and opposing counterclaims. ,CCSS.ELA-LITERACY.W.9-10.1.A,Select relevant evidence for claims and counterclaims. Identify the strengths and limitations of both in a manner that anticipates the audience's knowledge level and concerns.,CCSS.ELA-LITERACY.W.9-10.1.B,"Recognize disorganized elements in a text and revise with words, phrases, and clauses to link the major sections of the text, create cohesion, and clarify the relationships between claim(s) and reasons, between reasons and evidence, and between claim(s) and counterclaims.                                                                                                                ",CCSS.ELA-LITERACY.W.9-10.1.C,Establish and maintain a formal style and objective tone. Identify lapses in style or tone and revise to improve. ,CCSS.ELA-LITERACY.W.9-10.1.D,Select concluding statements or sections that logically follow from and suppor thte argument presented.,CCSS.ELA-LITERACY.W.9-10.1.E,power,,,,,,,,,,,,
English,"9,10",Plot Devices 9,"Define and identify examples of plot, parallel plot, flashback, and pacing.",CCSS.ELA-LITERACY.RL.9-10.5,Identify the time sequence of events in the structure of a text,CCSS.ELA-LITERACY.RL.9-10.5,Explain how storytelling devices are used to create effects in a narrative text.,CCSS.ELA-LITERACY.RL.9-10.5,,,,,power,,,,,,,,,,,,
English,"9,10",Theme 9,"Define and apply theme and identify examples of theme. Distinguish themes from topics, summary, or other types of analyses.",CCSS.ELA-LITERACY.RL.9-10.2,"Determine a theme or central idea of a text and analyze in detail its development over the course of the text, including how it emerges and is shaped and refined by specific details.",CCSS.ELA-LITERACY.RL.9-10.2,,,,,,,power,,,,,,,,,,,,
English,"9,10",Word Meanings and Nuances 9,"Identify examples of euphemism, oxymoron, verbal irony, puns, similes, metaphors, personification, and allusions. ",CCSS.ELA-LITERACY.L.9-10.5.A,"Use context to interpret the meaning of euphemism, oxymoron, verbal irony, puns, similes, metaphors, personification, and allusions. ",CCSS.ELA-LITERACY.L.9-10.5.A,"Identify the connotative, denotative, and figurative meanings of words. ",CCSS.ELA-LITERACY.L.9-10.5.B,"Identify the connotative, denotative, and figurative meanings of words. ",CCSS.ELA-LITERACY.RL.9-10.4,Analyze nuances in the meaning of words with similar denotations.,CCSS.ELA-LITERACY.L.9-10.5.B,power,,,,,,,,,,,,
English,"9,10",Research process 9,Use research questions effectively to conduct research. Narrow or broaden the inquiry when appropriate.,CCSS.ELA-LITERACY.W.9-10.7,Gather relevant information from sources to answer a research question. Identify advanced searches for effective research.  Assess the usefulness of each source in answering the research question. ,CCSS.ELA-LITERACY.W.9-10.8,Avoid plagiarism. Follow a standard format for citation.,CCSS.ELA-LITERACY.W.9-10.8,,,,,power,,,,,,,,,,,,
English,"9,10",Punctuation 9,"Explain the function of a semicolon and use it accurately in sentences. Distinguish usage from a comma, colon, or other form of punctuation.",CCSS.ELA-LITERACY.L.9-10.2,"Explain the function of a colon and use it accurate in sentences. Distinguish from a semicolon, comma, or other form of punctuation.",CCSS.ELA-LITERACY.L.9-10.2,,,,,,,power,,,,,,,,,,,,
English,"9,10",Rhetoric 9,Determine an author's point of view or purpose in a text.,CCSS.ELA-LITERACY.RI.9-10.6,Define and identify examples of rhetoric.,CCSS.ELA-LITERACY.RI.9-10.6,Analyze how an author uses rhetoric to advance a point of view or purpose.,CCSS.ELA-LITERACY.RI.9-10.6,,,,,power,,,,,,,,,,,,
English,"9,10",Evaluating Arguments,Delineate and evaluate the argument and specific claims in a text.,CCSS.ELA-LITERACY.RI.9-10.8,Assess whether the reasoning of an argument is valid. Assess whether the evidence is relevant and sufficient.,CCSS.ELA-LITERACY.RI.9-10.8,Identify false statements and fallacious reasoning in an argument.,CCSS.ELA-LITERACY.RI.9-10.8,,,,,power,,,,,,,,,,,,
English,"9,10",Appeals 9,"Define and identify three different types of appeals: ethos, pathos, and logos",CCSS.ELA-LITERACY.RI.9-10.6,Recognize techniques an author is using to create an appeal,CCSS.ELA-LITERACY.RI.9-10.6,Identify the effect of a certain type of appeal,CCSS.ELA-LITERACY.RI.9-10.6,,,,,power,,,,,,,,,,,,
English,"9,10",Appeals 11,"Explain and analyze how an appeal is structured within an argument. Evaluate the effectiveness of an appeal, considering whether or not the structure is clear, convincing, and/or engaging.",CCSS.ELA-LITERACY.RI.9-10.6,,,,,,,,,power,,,,,,,,,,,,
English,"9,10",Literary Device Analysis (TWIST),"Define and understand the uses of key literary devices: tone, word choice, imagery, style, and theme. Define and understand the uses terms that support word choice: denotation, connotation, figurative language, and diction.",CCSS.ELA-LITERACY.RL.9-10.4,Apply key literary devices to textual analysis.,CCSS.ELA-LITERACY.RL.9-10.4,,,,,,,power,,,,,,,,,,,,
English,"9,10",MLA Style 9,"Format the basics of an essay to conform to the conventions of MLA format, including headers, font, and spacing. ",CCSS.ELA-LITERACY.L.9-10.3.A,Create in-text citations that conform to the conventions of MLA format.,CCSS.ELA-LITERACY.L.9-10.3.A,Create Works Cited pages that conform to the conventions of MLA format.,CCSS.ELA-LITERACY.L.9-10.3.A,Correct errors to conform to the conventions of MLA format.,CCSS.ELA-LITERACY.L.9-10.3.A,,,power,,,,,,,,,,,,
English,"9,10",Sentence Patterns 9,"Explain the function and identify examples of phrase types (noun, verb, adjectival, adverbial, participial, prepositional, absolute)",CCSS.ELA-LITERACY.L.9-10.1.B,"Explain the function and identify examples of clauses (independent, dependent, noun, relative, adverbial)",CCSS.ELA-LITERACY.L.9-10.1.B,Revise sentences to include correct usage of phrases and clauses.,CCSS.ELA-LITERACY.L.9-10.1.B,Revise sentences to include a variety of sentence patterns.,CCSS.ELA-LITERACY.L.9-10.1.B,,,power,,,,,,,,,,,,
English,"9,10",Plot Devices 10,"Define and identify devices that are used to structure a text, order events, and manipulate time.",CCSS.ELA-LITERACY.RL.9-10.5,"Analyze how various devices create effects like mystery, tension, or surprise.",CCSS.ELA-LITERACY.RL.9-10.5,,,,,,,additional,,,,,,,,,,,,
English,"9,10",Run-on/Fragment 10,Define sentence fragments and run-on sentences.,CCSS.ELA-LITERACY.L.9-10.2,Identify sentence fragments and run-on sentences,CCSS.ELA-LITERACY.L.9-10.2,Fix sentence fragments and run-on sentences,CCSS.ELA-LITERACY.L.9-10.2,,,,,additional,,,,,,,,,,,,
English,"9,10",MLA style 10,Write titles that conform to the conventions of MLA format.,CCSS.ELA-LITERACY.L.9-10.3.A,Revise writing to conform to the conventions of MLA format.,CCSS.ELA-LITERACY.L.9-10.3.A,,,,,,,power,,,,,,,,,,,,
English,"9,10",Knowledge of Words 10,Use context as a clue to the meaning of a word or phrase.,CCSS.ELA-LITERACY.L.9-10.4.A,"Check the first determination of the meaning of a word or phrase (e.g., by checking the inferred meaning in context or in a dictionary).",CCSS.ELA-LITERACY.L.9-10.4.D,"Identify and correctly use patterns of word changes that indicate different meanings or parts of speech (for example, analyze, analysis, analytical; advocate, advocacy). ",CCSS.ELA-LITERACY.L.9-10.4.B,,,,,power,,,,,,,,,,,,
English,"9,10",Analyzing Informational Texts,Determine a central idea of a text and analyze its development over the course of the text.,CCSS.ELA-LITERACY.RI.9-10.2,"Analyze how the author unfolds an analysis or series of ideas or events, including the order in which the points are made, how they are introduced and developed, and the connections that are drawn between them.",CCSS.ELA-LITERACY.RI.9-10.3,"Analyze in detail how an author's ideas or claims are developed and refined by particular sentences, paragraphs, or larger portions of a text.",CCSS.ELA-LITERACY.RI.9-10.5,,,,,power,,,,,,,,,,,,
English,"9,10",Allusions,"Define and identify common allusions in literature, including allusions to mythology, religion, and history.",CCSS.ELA-LITERACY.RL.9-10.9,Analyze how an author draws on and transforms source material in a specific work. ,CCSS.ELA-LITERACY.RL.9-10.9,,,,,,,power,,,,,,,,,,,,
English,"9,10",Analogies,"Define and identify common allusions in literature, including allusions to mythology, religion, and history.",AP-ENG-LIT.R.4,Analyze how an author draws on and transforms source material in a specific work. ,AP-ENG-LIT.R.4,,,,,,,power,,,,,,,,,,,,
English,"9,10",Sentence Patterns 10,Define parallel structure and use it correctly in sentences.,CCSS.ELA-LITERACY.L.9-10.1.A,Use punctuation correctly when incorporating phrases or clauses into sentences.,CCSS.ELA-LITERACY.L.9-10.1.B,Revise sentences to include correct usage of phrases and clauses.,CCSS.ELA-LITERACY.L.9-10.1.B,Revise sentences to include a variety of sentence patterns.,CCSS.ELA-LITERACY.L.9-10.1.B,"Revise sentences to correct usage of commas, semicolons, or colons.",CCSS.ELA-LITERACY.L.9-10.2,power,,,,,,,,,,,,
English,"9,10",Characterization 10,Define and identify elements of characterization that are used in a text to reveal motivations and other elements of a character's personality. ,CCSS.ELA-LITERACY.RL.9-10.3,Use passages from a text to analyze how a character is developing.,CCSS.ELA-LITERACY.RL.9-10.3,Analyze how character development advances a plot or develops a theme.,CCSS.ELA-LITERACY.RL.9-10.3,Define the terms foil and caricature and identify characteristics and examples of foils and caricatures.,AP-ENG-LIT.R.12,Define the term archetype and identify characteristics of common archetypes,AP-ENG-LIT.R.12,power,,,,,,,,,,,,
English,"9,10",Point of view 10,"Analyze the a particular point of view (narration, voice) reflected in a work of literature from outside the United States.",CCSS.ELA-LITERACY.RL.9-10.6,"Analyze the cultural experience reflected in a work of literature from outside the United States. Consider the speaker's characterization, values, motivations.",CCSS.ELA-LITERACY.RL.9-10.6,,,,,,,power,,,,,,,,,,,,
English,"9,10",Figures of speech,Define various figures of speech.,CCSS.ELA-LITERACY.L.9-10.5.A,Identify various figures of speech in text.,CCSS.ELA-LITERACY.L.9-10.5.A,,,,,,,power,,,,,,,,,,,,
English,11,Audience and Purpose 10,Identify the intended audience of a persuasive text.,AP-ENG-LANG.R.3,Identify how the author uses language to address the particular beliefs or needs of an audience of a text.,AP-ENG-LANG.R.3,Identify a counterclaim and explain how the counterclaim addresses concerns of the audience.,AP-ENG-LANG.R.3,,,,,power,,,,,,,,,,,,
